Annotation,Speaker,Utterance,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,you're sit and wait .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|sit-Inf-S cconj|and verb|wait-Fin-Ind-S .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|5|ROOT 4|5|CC 5|3|CONJ 6|3|PUNCT,,
NOP,*MOT:,are you_all through with your supper for sure ?,,
,%mor:,aux|be-Fin-Ind-Pres-P3 adv|youall adp|through adp|with pron|your-Prs-Gen-S2 noun|supper adp|for adj|sure-Pos-S1 ?,,
,%gra:,1|3|COP 2|3|ADVMOD 3|8|ROOT 4|6|CASE 5|6|NMOD-POSS 6|3|OBL 7|8|CASE 8|6|NMOD 9|3|PUNCT,,
NOP,*CHI:,mm .,,
,%mor:,intj|mm .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%par:,whiny,,
,%add:,mot,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,do you want to finish your hamburg(er) (.) <and your> [>] Brussel(s) sprouts .,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S part|to verb|finish-Inf-S pron|your-Prs-Gen-S2 noun|hamburger cconj|and pron|your-Prs-Gen-S2 noun|Brussels noun|sprout-Plur .,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|11|ROOT 4|5|MARK 5|3|XCOMP 6|7|NMOD-POSS 7|5|OBJ 8|11|CC 9|11|NMOD-POSS 10|11|COMPOUND 11|5|CONJ 12|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no [<] no .,,
,%mor:,intj|no intj|no .,,
,%gra:,1|2|ROOT 2|1|DISCOURSE 3|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,are you very tired ?,,
,%mor:,aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adv|very adj|tired-Pos-S1 ?,,
,%gra:,1|4|COP 2|4|NSUBJ 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I want my bwussel [: Brussel(s)] spwouts [: sprouts] .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 noun|Brussels noun|sprout-Plur .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|5|NMOD-POSS 4|5|COMPOUND 5|2|OBJ 6|2|PUNCT,,
,%add:,mot,,
NOP,*MOT:,okay [<] then sit down and have your Brussel(s) sprouts .,,
,%mor:,intj|okay adv|then verb|sit-Fin-Imp-S adp|down cconj|and verb|have-Fin-Imp-S pron|your-Prs-Gen-S2 noun|Brussels noun|sprout-Plur .,,
,%gra:,1|3|DISCOURSE 2|3|ADVMOD 3|9|ROOT 4|3|COMPOUND-PRT 5|6|CC 6|3|CONJ 7|9|NMOD-POSS 8|9|COMPOUND 9|6|OBJ 10|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,that's all .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|all-Def .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*MOT:,I'm not gonna tell you .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 part|not adv|gonna verb|tell-Inf-S pron|you-Prs-Acc-S2 .,,
,%gra:,1|5|NSUBJ 2|5|AUX 3|5|ADVMOD 4|5|ADVMOD 5|6|ROOT 6|5|IOBJ 7|5|PUNCT,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"well , <this is wha(t) [//] how> [>] we eat our supper every single night .",,
,%mor:,intj|well cm|cm pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adv|how pron|we-Prs-Nom-P1 verb|eat-Fin-Ind-Pres-P1 pron|our-Prs-Gen-P1 noun|supper det|every-Def-Tot adj|single-Pos-S1 noun|night .,,
,%gra:,1|5|DISCOURSE 2|5|PUNCT 3|5|NSUBJ 4|5|COP 5|12|ROOT 6|7|NSUBJ 7|5|ADVCL-RELCL 8|9|NMOD-POSS 9|7|OBJ 10|12|DET 11|12|AMOD 12|7|OBL-TMOD 13|5|PUNCT,,
,%add:,chi,,
NOP,*FAT:,<this is> [<] +...,,
,%mor:,pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 +...,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,ah no: !,,
,%mor:,intj|ah intj|no !,,
,%gra:,1|2|ROOT 2|1|DISCOURSE 3|1|PUNCT,,
,%par:,screaming/crying,,
,%add:,all,,
NOP,*FAT:,"Nanette , if you get up again we are going to take the plate away .",,
,%mor:,noun|Nanette cm|cm sconj|if pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Pres-S2 adp|up adv|again pron|we-Prs-Nom-P1 aux|be-Fin-Ind-Pres-P1 verb|go-Part-Pres-S part|to verb|take-Inf-S det|the-Def-Art noun|plate adv|away .,,
,%gra:,1|10|VOCATIVE 2|10|PUNCT 3|5|MARK 4|5|NSUBJ 5|10|ADVCL 6|5|COMPOUND-PRT 7|5|ADVMOD 8|10|NSUBJ 9|10|AUX 10|15|ROOT 11|12|MARK 12|10|XCOMP 13|14|DET 14|12|OBJ 15|12|ADVMOD 16|10|PUNCT,,
,%add:,chi,,
NOP,*FAT:,and bring it into the kitchen +...,,
,%mor:,cconj|and verb|bring-Fin-Imp-S pron|it-Prs-Acc-S3 adp|into det|the-Def-Art noun|kitchen +...,,
,%gra:,1|2|CC 2|6|ROOT 3|2|OBJ 4|6|CASE 5|6|DET 6|2|OBL 7|2|PUNCT,,
NOP,*MOT:,and that will be the end of supper .,,
,%mor:,cconj|and pron|that-Dem-S1 aux|will-Fin-S aux|be-Inf-S det|the-Def-Art noun|end adp|of noun|supper .,,
,%gra:,1|6|CC 2|6|NSUBJ 3|6|AUX 4|6|COP 5|6|DET 6|8|ROOT 7|8|CASE 8|6|NMOD 9|6|PUNCT,,
,%add:,chi,,
NOP,*MOT:,okay [>] .,,
,%mor:,intj|okay .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*FAT:,okay [<] that's all .,,
,%mor:,intj|okay pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|all-Def .,,
,%gra:,1|4|DISCOURSE 2|4|NSUBJ 3|4|COP 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I want my supper .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 noun|supper .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|NMOD-POSS 4|2|OBJ 5|2|PUNCT,,
,%add:,all,,
NOP,*FAT:,<(o)kay> [>] +...,,
,%mor:,intj|okay +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"no [<] Nanette , that's the end .",,
,%mor:,intj|no noun|Nanette cm|cm pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|end .,,
,%gra:,1|2|DISCOURSE 2|7|VOCATIVE 3|7|PUNCT 4|7|NSUBJ 5|7|COP 6|7|DET 7|7|ROOT 8|7|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I want my supper .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 noun|supper .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|NMOD-POSS 4|2|OBJ 5|2|PUNCT,,
,%add:,mot,,
NOP,*FAT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,come here .,,
,%mor:,verb|come-Fin-Imp-S adv|here .,,
,%gra:,1|2|ROOT 2|1|ADVMOD 3|1|PUNCT,,
NOP,*FAT:,we'll take +...,,
,%mor:,pron|we-Prs-Nom-P1~aux|will-Fin-S verb|take-Inf-S +...,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|3|ROOT 4|3|PUNCT,,
NOP,*MOT:,<where do we> [>] eat supper ?,,
,%mor:,adv|where aux|do-Fin-Ind-Pres-P1 pron|we-Prs-Nom-P1 verb|eat-Inf-S noun|supper ?,,
,%gra:,1|4|ADVMOD 2|4|AUX 3|4|NSUBJ 4|5|ROOT 5|4|OBJ 6|4|PUNCT,,
,%add:,chi,,
NOP,*FAT:,take off your apron and wash your hands .,,
,%mor:,verb|take-Fin-Imp-S adp|off pron|your-Prs-Gen-S2 noun|apron cconj|and verb|wash-Fin-Imp-S pron|your-Prs-Gen-S2 noun|hand-Plur .,,
,%gra:,1|8|ROOT 2|1|COMPOUND-PRT 3|4|NMOD-POSS 4|1|OBJ 5|6|CC 6|1|CONJ 7|8|NMOD-POSS 8|6|OBJ 9|1|PUNCT,,
,%exp:,sounds as if chi is being led out of the room,,
,%add:,chi,,
NOP,*CHI:,I want my supper .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 pron|my-Prs-Gen-S1 noun|supper .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|NMOD-POSS 4|2|OBJ 5|2|PUNCT,,
,%add:,fat,,
NOP,*FAT:,xxx .,,
,%add:,chi,,
NOP,*MOT:,let me warn you about two year olds [=! laughs] .,,
,%mor:,verb|let-Fin-Imp-S pron|I-Prs-Acc-S1 verb|warn-Inf-S pron|you-Prs-Acc-S2 adp|about num|two noun|year noun|old-Plur .,,
,%gra:,1|8|ROOT 2|1|OBJ 3|1|XCOMP 4|3|IOBJ 5|8|CASE 6|7|NUMMOD 7|8|COMPOUND 8|3|OBL 9|1|PUNCT,,
,%add:,jan,,
NOP,*JAN:,"yea:h oh , she's incredibly well behaved though for a two year old .",,
,%mor:,intj|yeah intj|oh cm|cm pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|incredibly adv|well verb|behave-Part-Past-S adv|though adp|for det|a-Ind-Art num|two noun|year adj|old-Pos-S1 .,,
,%gra:,1|8|DISCOURSE 2|8|DISCOURSE 3|2|PUNCT 4|8|NSUBJ-PASS 5|8|AUX-PASS 6|8|ADVMOD 7|8|ADVMOD 8|14|ROOT 9|8|ADVMOD 10|14|CASE 11|14|DET 12|13|NUMMOD 13|14|OBL-TMOD 14|8|OBL 15|8|PUNCT,,
,%exp:,from other room,,
,%add:,mot,,
NOP,*JAN:,"I mean , is she in the no stage yet ?",,
,%mor:,pron|I-Prs-Nom-S1 verb|mean-Fin-Ind-Pres-S1 cm|cm aux|be-Fin-Ind-Pres-S3 pron|she-Prs-Nom-S3 adp|in det|the-Def-Art det|no-Def noun|stage adv|yet ?,,
,%gra:,1|2|NSUBJ 2|9|PARATAXIS 3|2|PUNCT 4|9|COP 5|9|NSUBJ 6|9|CASE 7|9|DET 8|9|DET 9|10|ROOT 10|9|ADVMOD 11|9|PUNCT,,
NOP,*JAN:,"I mean , (.) I keep hearing about (..) two year olds who are just (..) xxx .",,
,%mor:,pron|I-Prs-Nom-S1 verb|mean-Fin-Ind-Pres-S1 cm|cm pron|I-Prs-Nom-S1 verb|keep-Fin-Ind-Pres-S1 verb|hear-Ger-S adp|about num|two noun|year noun|old-Plur pron|who-Rel-S1 aux|be-Fin-Ind-Pres-P3 adv|just .,,
,%gra:,1|2|NSUBJ 2|5|PARATAXIS 3|2|PUNCT 4|5|NSUBJ 5|13|ROOT 6|5|XCOMP 7|10|CASE 8|9|NUMMOD 9|10|COMPOUND 10|6|OBL 11|13|NSUBJ 12|13|COP 13|10|ACL-RELCL 14|5|PUNCT,,
NOP,*CHI:,I wan xxx .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 .,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,fat,,
NOP,*FAT:,xxx Janet .,,
,%mor:,noun|Janet .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"well , go over and say xxx .",,
,%mor:,intj|well cm|cm verb|go-Fin-Imp-S adv|over cconj|and verb|say-Fin-Imp-S .,,
,%gra:,1|3|DISCOURSE 2|1|PUNCT 3|6|ROOT 4|3|ADVMOD 5|6|CC 6|3|CONJ 7|3|PUNCT,,
NOP,*MOT:,they say no@q to everything .,,
,%mor:,pron|they-Prs-Nom-P3 verb|say-Fin-Ind-Pres-P3 intj|no adp|to pron|everything-Tot-S1 .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|2|CCOMP 4|5|CASE 5|2|OBL 6|2|PUNCT,,
,%add:,jan,,
NOP,*JAN:,yes [=! laughs] .,,
,%mor:,intj|yes .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,jan,,
NOP,*FAT:,0 [=! clears throat] .,,
NOP,*JAN:,<that's> [>] +...,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 +...,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,mot,,
NOP,*MOT:,<I mean> [<] +...,,
,%mor:,pron|I-Prs-Nom-S1 verb|mean-Fin-Ind-Pres-S1 +...,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,jan,,
POL,*JAN:,maybe that's two and a half .,,
,%mor:,adv|maybe pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 num|two cconj|and det|a-Ind-Art noun|half .,,
,%gra:,1|4|ADVMOD 2|4|NSUBJ 3|4|COP 4|7|ROOT 5|7|CC 6|7|DET 7|4|CONJ 8|4|PUNCT,,
,%add:,mot,,
NOP,*JAN:,I don't know .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
NOP,*MOT:,"no , she's pretty good about saying (..) she's xxx fool around now .",,
,%mor:,intj|no cm|cm pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|pretty adj|good-Pos-S1 sconj|about verb|say-Ger-S pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|fool adv|around adv|now .,,
,%gra:,1|6|DISCOURSE 2|6|PUNCT 3|6|NSUBJ 4|6|COP 5|6|ADVMOD 6|13|ROOT 7|8|MARK 8|6|ADVCL 9|11|NSUBJ 10|11|COP 11|8|CCOMP 12|11|ADVMOD 13|11|ADVMOD 14|6|PUNCT,,
,%exp:,child falls,,
,%add:,jan,,
NOP,*CHI:,ah +...,,
,%mor:,intj|ah +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%com:,cries,,
NOP,*FAT:,whoops !,,
,%mor:,intj|whoops !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what happened ?,,
,%mor:,pron|what-Int-S1 verb|happen-Fin-Ind-Past-S3 ?,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*FAT:,had a_lot_of trouble walking straight .,,
,%mor:,verb|have-Fin-Ind-Past-S1 adj|alotof-Pos-S1 noun|trouble verb|walk-Ger-S adv|straight .,,
,%gra:,1|5|ROOT 2|3|AMOD 3|1|OBJ 4|3|ACL 5|4|ADVMOD 6|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"oh , I'm disappointed Nanette cause I bought a special dessert .",,
,%mor:,intj|oh cm|cm pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|disappointed-Pos-S1 noun|Nanette sconj|cause pron|I-Prs-Nom-S1 verb|buy-Fin-Ind-Past-S1 det|a-Ind-Art adj|special-Pos-S1 noun|dessert .,,
,%gra:,1|5|DISCOURSE 2|5|PUNCT 3|5|NSUBJ 4|5|COP 5|12|ROOT 6|5|OBJ 7|9|MARK 8|9|NSUBJ 9|5|ADVCL 10|12|DET 11|12|AMOD 12|9|OBJ 13|5|PUNCT,,
,%add:,chi,,
NOP,*CHI:,&~ha .,,
NOP,*JAN:,you done with dinner ?,,
,%mor:,pron|you-Prs-Nom-S2 verb|do-Fin-Ind-Past-S adp|with noun|dinner ?,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|CASE 4|2|OBL 5|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah [>] .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,jan,,
POL,*MOT:,"<I guess> [<] you're all done , huh ?",,
,%mor:,pron|I-Prs-Nom-S1 verb|guess-Fin-Ind-Pres-S1 pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adv|all verb|do-Part-Past-S cm|cm intj|huh ?,,
,%gra:,1|2|NSUBJ 2|8|ROOT 3|6|NSUBJ-PASS 4|6|AUX-PASS 5|6|ADVMOD 6|2|CCOMP 7|8|PUNCT 8|6|DISCOURSE 9|2|PUNCT,,
,%add:,chi,,
NOP,*FAT:,you're all done .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adv|all verb|do-Part-Past-S .,,
,%gra:,1|4|NSUBJ-PASS 2|4|AUX-PASS 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
NOP,*FAT:,that's it .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*CHI:,I want apple juice .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 noun|apple noun|juice .,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|COMPOUND 4|2|OBJ 5|2|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,you want some apple juice ?,,
,%mor:,pron|you-Prs-Nom-S2 verb|want-Fin-Ind-Pres-S2 det|some-Def noun|apple noun|juice ?,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|5|DET 4|5|COMPOUND 5|2|OBJ 6|2|PUNCT,,
,%add:,fat,,
NOP,*FAT:,no ?,,
,%mor:,intj|no ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*JAN:,"no , nothing left in there , is there ?",,
,%mor:,intj|no cm|cm pron|nothing-Neg-S1 verb|leave-Part-Past-S adp|in adv|there cm|cm aux|be-Fin-Ind-Pres-S3 adv|there ?,,
,%gra:,1|9|DISCOURSE 2|1|PUNCT 3|9|NSUBJ 4|3|ACL 5|6|CASE 6|4|OBL 7|3|PUNCT 8|9|COP 9|9|ROOT 10|9|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"&-uh , I don't want to tip it over .",,
,%mor:,cm|cm pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S part|to verb|tip-Inf-S pron|it-Prs-Acc-S3 adv|over .,,
,%gra:,1|5|PUNCT 2|5|NSUBJ 3|5|AUX 4|5|ADVMOD 5|9|ROOT 6|7|MARK 7|5|XCOMP 8|7|OBJ 9|7|COMPOUND-PRT 10|5|PUNCT,,
,%add:,chi,,
NOP,*CHI:,bah !,,
,%mor:,intj|bah !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%exp:,noise of stacking dishes,,
,%add:,unknown,,
NOP,*FAT:,xxx [>] .,,
,%add:,chi,,
POL,*MOT:,<thank_you (.) for helping to clean up> [<] would you like the rest of this ?,,
,%mor:,noun|thankyou sconj|for verb|help-Ger-S part|to verb|clean-Inf-S adp|up aux|would-Fin-S pron|you-Prs-Nom-S2 verb|like-Inf-S det|the-Def-Art noun|rest adp|of pron|this-Dem-S1 ?,,
,%gra:,1|13|ROOT 2|3|MARK 3|1|ACL 4|5|MARK 5|3|XCOMP 6|5|COMPOUND-PRT 7|9|AUX 8|9|NSUBJ 9|1|PARATAXIS 10|11|DET 11|9|OBJ 12|13|CASE 13|11|NMOD 14|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah [>] .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,okay .,,
,%mor:,intj|okay .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,drink it very carefully .,,
,%mor:,verb|drink-Fin-Imp-S pron|it-Prs-Acc-S3 adv|very adv|carefully .,,
,%gra:,1|4|ROOT 2|1|OBJ 3|4|ADVMOD 4|1|ADVMOD 5|1|PUNCT,,
NOP,*CHI:,I will do it hold it .,,
,%mor:,pron|I-Prs-Nom-S1 aux|will-Fin-S verb|do-Inf-S pron|it-Prs-Acc-S3 verb|hold-Inf-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|OBJ 5|3|XCOMP 6|5|OBJ 7|3|PUNCT,,
,%add:,mot,,
NOP,*MOT:,I know .,,
,%mor:,pron|I-Prs-Nom-S1 verb|know-Fin-Ind-Pres-S1 .,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,you can .,,
,%mor:,pron|you-Prs-Nom-S2 aux|can-Fin-S .,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
NOP,*MOT:,you can hold it .,,
,%mor:,pron|you-Prs-Nom-S2 aux|can-Fin-S verb|hold-Inf-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*MOT:,but drink it very carefully because it stains .,,
,%mor:,cconj|but verb|drink-Fin-Imp-S pron|it-Prs-Acc-S3 adv|very adv|carefully sconj|because pron|it-Prs-Nom-S3 verb|stain-Fin-Ind-Pres-S3 .,,
,%gra:,1|2|CC 2|8|ROOT 3|2|OBJ 4|5|ADVMOD 5|2|ADVMOD 6|8|MARK 7|8|NSUBJ 8|2|ADVCL 9|2|PUNCT,,
NOP,*FAT:,"huh , how many glass are there ?",,
,%mor:,intj|huh cm|cm adv|how adj|many-Pos-S1 noun|glass aux|be-Fin-Ind-Pres-P3 adv|there ?,,
,%gra:,1|7|DISCOURSE 2|1|PUNCT 3|4|ADVMOD 4|5|AMOD 5|7|NSUBJ 6|7|COP 7|7|ROOT 8|7|PUNCT,,
,%add:,chi,,
NOP,*CHI:,tchwo@c xxx .,,
,%mor:,noun|tchwo .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*FAT:,and there's one more glass .,,
,%mor:,cconj|and pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 num|one adj|more-Cmp-S1 noun|glass .,,
,%gra:,1|3|CC 2|3|EXPL 3|6|ROOT 4|6|NUMMOD 5|6|AMOD 6|3|NSUBJ 7|3|PUNCT,,
,%exp:,dish breaks ?,,
,%add:,chi,,
NOP,*FAT:,xxx .,,
,%par:,softly,,
,%add:,unknown,,
NOP,*CHI:,free on my xxx .,,
,%mor:,adj|free-Pos-S1 adp|on pron|my-Prs-Gen-S1 .,,
,%gra:,1|3|ROOT 2|3|CASE 3|1|OBL 4|1|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,are you going to carry that in for Daddy ?,,
,%mor:,aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|go-Part-Pres-S part|to verb|carry-Inf-S pron|that-Dem-S1 adp|in adp|for noun|Daddy ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|9|ROOT 4|5|MARK 5|3|XCOMP 6|5|OBJ 7|5|COMPOUND-PRT 8|9|CASE 9|5|OBL 10|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,xxx .,,
,%add:,unknown,,
NOP,*MOT:,"yeah , (.) <I think> [>] +...",,
,%mor:,intj|yeah cm|cm pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 +...,,
,%gra:,1|4|DISCOURSE 2|1|PUNCT 3|4|NSUBJ 4|4|ROOT 5|4|PUNCT,,
,%add:,fat,,
NOP,*FAT:,<I thought> [<] you +...,,
,%mor:,pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Past-S1 pron|you-Prs-Acc-S2 +...,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,mot,,
NOP,*MOT:,<I'm xxx okay> [>] ?,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|okay-Pos-S1 ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,<xxx Nanette> [<] give that to me .,,
,%mor:,noun|Nanette verb|give-Fin-Ind-Pres-S pron|that-Dem-S1 adp|to pron|I-Prs-Acc-S1 .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|2|OBJ 4|5|CASE 5|2|OBL 6|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,here you go .,,
,%mor:,adv|here pron|you-Prs-Nom-S2 verb|go-Fin-Ind-Pres-S2 .,,
,%gra:,1|3|ROOT 2|3|NSUBJ 3|1|ADVCL-RELCL 4|1|PUNCT,,
,%add:,chi,,
NOP,*JAN:,you should come visit Mark .,,
,%mor:,pron|you-Prs-Nom-S2 aux|should-Fin-S verb|come-Inf-S verb|visit-Inf-S noun|Mark .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|5|ROOT 4|3|XCOMP 5|4|OBJ 6|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,"0 [=! screams , laughs] .",,
,%add:,jan,,
NOP,*JAN:,"<Nanette , you're a peanut> [>] .",,
,%mor:,noun|Nanette cm|cm pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 det|a-Ind-Art noun|peanut .,,
,%gra:,1|6|VOCATIVE 2|6|PUNCT 3|6|NSUBJ 4|6|COP 5|6|DET 6|6|ROOT 7|6|PUNCT,,
,%add:,chi,,
NOP,*JAN:,<ya know that> [>] ?,,
,%mor:,intj|ya verb|know-Fin-Imp-S pron|that-Dem-S1 ?,,
,%gra:,1|2|DISCOURSE 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
NOP,*JAN:,you're a peanut .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 det|a-Ind-Art noun|peanut .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|DET 4|4|ROOT 5|4|PUNCT,,
,%par:,<1w> laughs,,
NOP,*JAN:,<you're a peanut> [>] .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 det|a-Ind-Art noun|peanut .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|DET 4|4|ROOT 5|4|PUNCT,,
NOP,*MOT:,"<she's got dirty pants , Janet> [<] .",,
,%mor:,pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S adj|dirty-Pos-S1 noun|pant-Plur cm|cm noun|Janet .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|7|ROOT 4|5|AMOD 5|3|OBJ 6|3|PUNCT 7|3|PARATAXIS 8|3|PUNCT,,
,%add:,jan,,
NOP,*CHI:,&=laughs .,,
